title,reviews
보라카이 라울 가이드의 세심한 배려와 친절 고맙습니다^^,"항상 자유여행을 선호했었으나 어찌어찌하여 가게 된 보라카이 페키지 여행.
친절한 예약과 현지 가이드들의 세심한 보살핌과 지원을 통해 멋진 여행을 할 수 있었습니다.
그 중 라울 가이드의 열심히 고객들에게 안내해주고 불편함 없이 많은 것을 배려해준 가이드는
많은 해외 여행을 다녀봣지만 정말 감동이였습니다.
다시한 번 감사의 인사를 보냅니다^^"
보라카이여행,"혼자서 떠난 보라카이여행!! 정말 즐거운 여행이였구요 !!
현지 가이드님 정말 감사드립니다 
노랑풍선 여행사 강추입니다
다음에 또 가고싶은 보라카이입니다 ^^
 "
비트가이드님 덕분에 동생과 꿀잼으로 다녀온 보라카이 여행,"설명
저희는 형제 둘이서 보라카이 여행을 패키지로 다녀오기로 했습니다.
지방에 사는 저희는 새벽비행기 6:45분 비행기를 타기위해 전날 밤 막차 타고 인천공항에서 하루 자고 새벽비행기 타고 가자 생각하고 출발을 했습니다.
그러나 비행기는 연착이 되고 또 연착이 되고... 공항에서 26시간을 있었습니다. 
엄청난 시간을 공항에서 있던 저희는 여행을 포기할까 했습니다. 그러나 노랑 풍선측에서 저희에게 먼저 연락을 해줘서 최대한 즐거운 여행을 할수 있도록 노력하는 모습에에 큰 감동을 받았습니다. 저희는 기다립 끝에 23시 쯤 비행기를 타고 보라카이로 출발 하였고 도착을 했습니다.
도착했을 당시 너무 덥고 배고프고 했는데 제일 먼저 가이드님께서 저희에게 사비로 사주신 햄버거를 건내며 수고했는다는 말에 그 고생했던 시간들이 싹 잊혀지면서
 새로운 여행을 시작할수 있게끔 도와주셨습니다. 그리고 호텔에 도착하고 너무 피곤해 있는데 자고 일어 났을 당시 직접 호텔로 방문 해주셔서 기대했던 일정을 
 차질없이 할수 있도록 새로 일정을 짜주시면서 맛집을 잘 알려주시고 친절히 조금 조미료 첨가하면... 마치 친형 처럼! 그만큼 친절하게 편하게 여행할수 있도록
도와주었습니다. 정말 가이드님 덕분에 좋은시간에 이쁜 풍경과 편하게 이동하면서 여행할수잇도록 도와주신 보라카이 담당 비트(김재훈) 가이드님!
이제는 존잘러 꼬북이 비트형~ Drop the beat형ㅎㅎ 너무너무 감사드리고 다음 또 뵈요! 
많은 분들 비트 가이드님 만나시면 정말 재밋게 여행하실수있다는것 거의 뭐 보장합니다! 
정말 감사드립미다^^
 "
보라카이 3박5일 세미패키지 커플여행 (루피가이드님!!),"            ㅎㅎㅎ패키지여행은 처음이라 걱정했었는데
오히려 처음가보는나라 패키지로 가 보니까 좋더라구요ㅎㅎ
안전하고 헤맬일도 없고 선택사항이 많아서 잘 선택하면 자유시간도 많고 좋을것같네용ㅎㅎ
루피 가이드님 덕분에 꿀팁도 많이 알고 편하게 여행하다 왔어요ㅎㅎ(현지 가이드분도 너무 친절하셨어용ㅎㅎ)
  사진은 어떻게 회전하는지 모르겠어서 뒤죽박죽이지만 그냥 올려용ㅎㅎ 진짜 너무너무 예쁘고 재밌는 보라카이 였습니당!!
(루피가이드님 꼭 국밥드시러 오실수 있었으면 좋겠어용ㅎㅎㅎㅎ)
 "
레이첼 가이드님과 함께 했던 보라카이 여행 만족스러웠습니다!,"엄마아빠와 함께 보라카이 여행을 다녀왔습니다.
레이첼 가이드님께서 편하고 재밌게 여행할 수 있게 해주셔서 감사합니다.
많은 여행사의 패키지 여행을 다녀보았는데 이번 여행처럼 만족스러웠던 적은 처음 입니다.
가격대비 여행 일정이나 선택관광 등을 보았을 때 노랑풍선도 좋았지만
특히 레이첼 가이드님의 인솔이 참 좋았습니다! 
     "
보라카이 3박5일 솔직후기 몹시 주관적(커렌트 아스토리아),"보라카이 3박 5일 여행 후기
    -여행 2주일전

저희는 여행 2주일전에 부랴부랴 예매를 했습니다 같이가는 동생은 여권도 못만들었고요 그리고 필리핀쪽 여행은 처음인지라 많은것을 몰랐고  그래서 상담 직원분들께 많이 전화도 하고 많이 물어봤습니다 그럴때마다 상담 직원분들이 너무 친절하게 답해주었고 좋았습니다. 처음에는 노랑풍선에 대해서 살짝의 불신도 있었지만 상담원들의 친절한 상담을 받고나선 믿음이 조금식 생기더군요
    -여행 당일

저희는 06시 까지 공항에서 미팅을 하기로 하였습니다. 공항쪽에 미팅을 하시는분들은 조금 상담사분들많큼 친절하시진 않았습니다. 여차여차   설명을 듣고 필리핀쪽 칼리보 공항에 도착하여서 우리의 가이드 ""렉스""형님을 만났습니다 (친해져서 렉스 가이드님 말고 형님이라고 부르겠습니다 처음 만났을떄붙터 친절하였고 뭔가 친근감이 엄청 들었습니다 하하 그리고나서 바로 밥을 먹으러 갔는데 이때까지만 해도 아침비행기로인해    피곤함과 수면부족으로 인해 같이 패키지온 사람들이나 렉스 형님이나 그렇게 친하지 않았습니다 . 그렇게 밥을먹은다음 버스로 이동하는 시간을 가졌는데 거기서부터 렉스형님의 말솜씨가 어색했던 분위기를 풀어주기 시작하면서 친해지기 시작했습니다 같이온 누나들이나 결혼후 첫여행을 오신 부부 저희까지 7명밖에 되지 않아서 매우 적은 인원이여서 더욱이 좋은 여행이라고 생각했었습니다. 그리고 저희둘은 선택관광을 단 하나만 호핑투어 단 하나만 하고 가는 상태였습니다 그러나 이동하는 버스에서의 렉스형님의 말을 듣고는 바로 생각이 바뀌었습니다. 진짜로 일체의 강제 호객도 아니고 일정 하나하나 해도 되고 안해도 된다라는 느낌이 있어 좋았습니다. 선택관광 하나하나 모두 잘설명 해주었으며 무었하나 빠질거 없이 너무나 끌려서 고민하고 고민하여 다이빙,섬투어 를 추가로 하였습니다 렉스형님은 호언장담 하며 절대로 후회없을것을라며 장담하였습니다. 그렇게 버스를 타고 배를 타고난다음 바로 보라카이에 도착하였습니다 이때는 이미 모두가 거의 친해진 상태였으며 모두가 애연가라서 더욱이 빨리 친해질수도 있었죠  그리고 바로 저희가 있는 호텔로 갔습니다 호텔에 도착하고 나서 렉스형님과 다시 일정에 대하여 얘기를 하고 확정후 그제서야 호켈을 둘러볼 시간을 가졌습니다 저희가 묵은 ""커렌트 아스토리아""란 호텔 정말 좋더군요 핳ㅎㅎ 정말로 한치에 거짓없이 너무나 좋습니다 너무 깔끔하고 수영장도 너무나 좋고 무엇보다 호텔직원분들이 너무나 친절하여서 여행 끝나는 날까지 팁을 너무 퍼부어줬던만큼 너무나 만족합니다 모든것이...!!! 호텔을 둘러보고 저녁을 먹으러가서 같이 여행온 사람들이랑 삼겹살을 먹으며 술한잔 하니 아.. 왜 이제야 여행을 왔을까 하는 생각이 들더군요  그렇게 저녁식사를 끝내고 호텔로 들어가기전에 디몰을 구경하였습니다     렉스 형님이 어디가 뭐가있고 맛있고 맛없고 를 너무나 친절하게 설명을 해주었고 디몰에서 조금 논다음에 저희는 피곤하여 호텔로 들어가서    다음날을 기대하며 잠에 들었습니다.
     
-여행 2일차

저희는 06시30분에 조식을 먹기위해 일찍일어나서 조식을 먹으러 식당으로 향하였습니다 커렌트 아스토리아 직원들의 아침인사는 너무나 좋습니다 (Good moring sir.) 언제나 아침이건 점심이건 저녁이건 항상 웃으며 인사를 하는 직원들이 너무나 좋았습니다 ㅎ  조식을 먹을때 메뉴는 물론이고 음식맛 자체가 좋았습니다. 아침을 먹으며 바라보는 보라카이의 바다모습은 너무나 좋더군요 (비치 앞에 바로 호텔이있었습니다)  아침을 먹고있을때 직원분들도 뭐더 필요한거 없냐고 물어봐주시고 너무나 좋은 분위기속에서 아침을 먹었습니다 그리고나서 다음일정인 바다 다이빙을 하기위한 준비를 했죠 그리고 약속장소로 나가서 다이빙 강습을 받고 바로 다이빙연습을 하러 갔습니다 바다에 도착하고나서도 바로 배를 타는게 아니라 미리 얕은물에서 산소통 적응을 다하더군요 (다이빙 강습을 받을때 주위사항을 너무나 친절히 알려주십니다) 그리고나서 배에 탄후 다른 패키지 사람들과 같이 바다에 들어가 다이빙을 하고 바다 풍경을 감상하며 드는 생각은 진짜로 이걸 해보지 못했다면 나는 아마 평생 후회하지 않았을까 라는 생각이 들더군요 눈앞에서의 물고기때 아름다운 풍경 등등.. 렉스형님의 말이 맞던거 같습니다 ""일단 해보지 못한것을 격으며 보내고 여기는 관광지가 아닌 휴양지다 해볼껀 해봐라""  문득 생각이 나더군요  그 생각을 할때 즈음엔 이미 배를 타고 육지에 도착을 하였지만요 ㅎ 도착하고 난후 바로 점심을 먹으러 출발하였습니다 이때부턴 완전히 현지식으로만 먹었더군요 생각해보니 저는 점심메뉴도 입맛에 맞았지만 같이간 동생은 조금 맞지 않았다고 하는걸보니 사람 취향인가봅니다^_^  점심을 먹고난후 바로 섬투어를 떠났습니다 버그카를 타고 이동하였는데 동생같은 경우에는 운전을 해본적이 없으니 너무나 좋아하던군요 하핳 그렇게 산 정상에서 바라보는 보라카이의 풍경은 해외 뮤비에서 나오는 뮤직비디오속의 모습을 담고있었습니다 너무나 이쁘고 내가 뭐 세상의 주인공이 된 느낌이더군요 하하   바로 핸드폰을 꺼내어 사진을 엄청찍고 난다음 바다로 갔습니다 좋은 해변가가 있다고 하여서 갔죠. 해변가 이름은 기억이 나진 않지만 파도가 끝내주고   사람들도 많았고 무었보다 파도가 심한곳에서 노니 아주 끝내주더라구요 시간가는지도 모르고 바다에서 3시간을 넘게 놀았습니다 렉스형님도  누워서 해변을 즐기고 저희들도 약간의 술과 아름다운 바다와 즐거운 사람들이 있으니 너무나 모든것이 꿈같을 정도로 행복하더군요. 한참을   놀고 나서야 저넉을 먹으러 갔습니다 중간중간에 맛있다고 소개해준 음식들도 너무나 맛있었구요  그낭 저녁은 무었을 먹었는지는 기억이 안나지만 잘먹고  헤어진다음 디몰에서 술마시고 렉스 형님이 좋다고 했던 클럽들 중에 하나에 가서 재미있게 놀기도 하였습니다 완전 신나더군요! 그렇게 여행 2일차의 날또한 저물어 갑니다..!
    -여행 3일차

3일차 아침 조식은 전날 과음의 대가로 일어나질 못했습니다(__)(--) 그러나...!! 12시에 일정이 잡힌 스노쿨링(호핑투어)는 우리 패키지 사람들이 모두가 하는것이기 때문에 너무나 기대하고 있었습니다 12시에 모이기로 한장소에서 모인다음에 호핑투어를 시작하였습니다  크리스탈 코브? 란곳에 가서 사진도 찍고 재밌게 놀고난뒤에 드디어 기다리고 기다리던 스노쿨링을 하러 가려고 배를 기다리던중.,.,,!!!! 옆섬이 보이더군요 렉스 형님께 바로 저기는 뭐하는섬이냐 물어보니 친절하게 알려주시며 저긴 돈내고 따로 들어가야 하는 섬이다 그러나 들어가면 다이빙을 할수있다! 다이빙..?!! 저랑 동생은 바로 가고싶다고 돈을 지불하더라고 하고싶다고 말했습니다 저희만 가고싶어 한다고 갈수있는것도 아니니 다른 패키지 손님들도 설득 해야 한다고 말씀하셧지만 저희 패키지 손님들은 이미 한마음 이였습니다!!! 그래서 매직 아일랜드라 라는 섬에 도착을 한뒤에는 다이빙을 준비하며 렉스형님께서 맥주를 사시며 재밌에 기야기하며 다이빙을 즐기고 (렉스 형님께서 많은걸 사주었는데 많아서 일일이 기억이안나는점 죄송합니다 렉스행님^_) 재밌는 시간을 보낸뒤에 바로 배를 타고 스노쿨링을 하러 가였습니다. 스노쿨링을 하는도중에도 저희와 함께 웃으며 즐기시는 모습이 너무나 좋더군요 여자 3명이서온 누나들 쪽에 아픈누나가 한명이 있었는데 렉스형님이 너무나 잘챙겨 주어서 그 누나 또한 재밌게 스노쿨링을 즐겼습니다 렉스형님 찬양글 같지만 맞습니다 하하하 진짜 좋았어요 형제가 없는 입장에서 형처럼 느껴지니 좋더군요 그렇게 스노쿨링을 끝낸다음에 호텔에서 씻고 조금 쉰다음에 저녁을 먹기위해 만났습니다 렉스형님이 데려가주는 맛집은 항상 느꼇지만 맛이 정말 있더라고요 (내입맛에 뭐든 맛있는거 일수도 있습니다^&)그렇게 저녁 피자를 맛있게 먹고 나머지분들은 어메이징쇼를 보러 가시고  우리는 선택관광을 하지 않았기에 그리고 전날 과음으로 인해 호텔에 들어가 쓰려졌습니다(__)(--)
    -여행 4일차 마지막 보라카이
    이날은 아마도 모두가 일정이 없었을것입니다 저희는 조식을 첫날빼고는 먹지 못했군요 ㅠ 점심 즈음에 만나서 다같이 밥을 먹은후에 자유시간을 가지고 쇼핑하는 타음을 조금 즐기고 다른사람들은 모르지만 저랑 동생은 호텔 수영장에서 보냈습니다 이용한적이 별로 없었는데 역시나 생각햇던 대로 너무나 좋더군요 그렇게 약속했던 떠날시간이 오고 호텔도 체크아웃을 하고 짐을 챙기고 아쉽게 보라카이에서 떠납니다.. 떠나는 도중에도 렉스형님이 쇼핑해야할것과 이건 사야한다 사지말아야 한다 저희 나이대에 맞는 상품들을 친절히 설명 해주시더군요 가는길이 지루할수도 있지만 저희 그룹은 항상 렉스형님이 한시도 빼놓지않고 항상 즐겁게 해주시거나 흥미있는이야기 필리핀에 대한이야기 삶에대한 이야기 여행에대한 이야기 모든지 좋은 이야기들을 들려주시더라구요 제 생각을 다잡을수 있는 좋은 말씀들도 많았

구요 그렇게 공항근처에 도착할때까지 렉스형님이 이야기를 하시고 쇼핑할때도 조언을 많이 해주시며 가이드와 손님 관계가 아닌 진짜 보라카이에 사는 친한 형님을 만나서 잘 놀다가 가는 기분이였습니다. 마지막에 마지막까지 저희 그룹을 잘챙겨 주시며 너무나 좋은 여행 추억과 인연 기억을 선물받은거 같습니다.비행기를 타기전 헤어질때는 다음을 기약하는데 눈물이 나올꺼 같더라구요 정말로 좋았던 사람이였구나 하는 생각에..  마지막으로
    정말로 추억있는 여행이 되었습니다! 행복했습니다 렉스형님 같이가신 저희 그룹 분들!! 행복하세요!(^^^)
    -이미지는 구글 펌-
    -한줄요약

-상담직원- 겁나 친절하심 귀찮게 물어봐도 알려주심 굳 이누나 목소리 이쁨

-가이드- 우리 렉스형님 찬양해!! 존나 좋아 하하하 존나 지대로 놀게해줌 끝내줌 착함 재밌음

-선택관광- 우리가 선택한 다이빙 호핑투어 섬투어 꼭해라 좋다 엄청좋다 두번해라 여행 알차다

-호텔- 다른사람들에게도 커렌트 추천한다 진짜좋다 다른 유명한데 필요없다! 모이는장소는 항상 커렌트 주변이다 뭔말인지 알지?

-식사- 솔직히 현지식은 내입맛엔 잘맞던데 남들 입맛은 잘 모르겠다 난 개인적으론 굳 굳 퓔 쏘 굳!

-일정- 빡빡 하지도 않고 여유롭게 즐길만 했음 우리일정은 암튼 일정도 좋았엉!! 허응ㅇㅇㅎ

-쇼핑- 살것 사지말것 구분해줘서 편했음 결국 난 술,오일,잼,깔라만시 끝 애초에 선물용만삿음 (남들하고 틀린 쇼핑)
    -전체 만족도- x나  좋다 인생에 한번은 꼭가라 안가봤으면 난 또가고싶다 벌서 계획중이다 만족도? 왜 별이 5개임? 한 100개 주고픔"
보라카이 여행 잘 다녀왔어요,"오랜만에 간 해외여행지로 보라카이를 선택했네요~~
아잘리아 숙소도 투룸이라 좋았고요 아이들과 함께 해양스포츠 맘껏 즐기고 왔습니다.
가이드분이 안내를 잘 해주셔서 더욱 알찬 여행이 된거 같아요^^
하나 아쉬운 점은 식사중 특식은 좋았는데 현지식과 한식은 좀 더 신경쓰셔야 된 것 같아요"
[실속] 보라카이 크라운 리젠시 쿼티야드(구.아넥스) + 오일마사지 4일,"이번 여행은 넘 좋았어요~~
여러번의 리조트변경 문의로 귀찮았을 번했는데도 친절히 상담해주시고,
현지의 루키가이드와의 여행...넘 재밌었습니다.
마이클과 마크...현지인 친구들의 도움으로 불편함없는 여행이었구요~~
주변의 친지들에게도 노랑풍선...적극 추천하고 싶어요~~^^"
재미있었던 첫 보라카이여행~,첫 동남아 여행으로 보라카이를 간 건 정말 잘한 선택이였어요~ 특히 라이커가이드랑 도도이 필리핀 현지가이드 덕분에 더 재미있었던 것 같아요 되게 세심하지만 꼭 필요한 부분을 잘 챙겨주셨어요 섬이다보니 해양스포츠를 많이 했는데 그때마다 타올 꼭 챙기라고 하고 스쿠버 다이빙 강습 할 때 맨 앞자리 앉도록 신경써주시는 등 덕분에 편하게 여행했어요 디몰에서 사주신 망고 쉐이크 정말 맛있었고요ㅎㅎ 자유시간도 많이 주셔서 가족과의 시간이 많아서 좋았어요 자유시간 동안 돌아다닌 화이트 비치의 모습과 밤의 디몰은 정말 기억에 많이 남아요 푸카비치도 정말 멋졌고요ㅎㅎ 나중에 또 보라카이 가야겠다고 생각도 했어요ㅎㅎ 성공적인 보라카이 여행이였어요!!
보라카이 여행후기,"첫 필리핀 여행이라 설레는 마음으로 우리 가족은 필리핀 공항에 도착했었다. 가이드인 라이커와 헬퍼인 도도이를 만나 우리는 꿈같은 여행을할 수 있었다. D-Mall 에서 라이커는 우리에게 추천할 만한 곳을 알려주었고, 그곳의 음식들은 정말 만족스러웠다. 그리고 매번 물에젖는 활동을 할 때마다 수건을 챙겨와 우리가 따뜻하게 호텔로 돌아갈수 있도록 도와주는 센스가 좋았었다. 나와 엄마가 멀미로 힘들어 할때는 멀미약을 사와 속을 가라앉게 도와주어서 안전하게 여행을 즐길수 있었다. 라이커가 세심하게 우리를 살피며 여행을 즐길 수 있도록 도와준다는 느낌을 받았다. 도도이는 항상 밝게 웃으며 우리의 짐들을 날라주어 우리가 마음편하게 여행을 즐기게 해주었다. 이렇게 좋은 가이드와 헬퍼를 만나 우리들은 기분좋게 집으로 돌아갈 수 있었던 것 같다. 다음에도 필리핀 여행에 올 수 있을 것 같을 뿐만 아니라 다른 분들도 라이커와 도도이를 만난다면 좋은 여행을 보낼 수 있을 것 같다는 느낌이 든다. 라이커 고마워요~~~        "
[카사필라 리조트] 보라카이 3박5일 보라카이 여행 후기 입니다.,"  2016.10.21~2016.10.25 보라카이 여행 후기입니다.
우선, 가이드님을 잘 만나야 모든 여행이 잘 풀리겠죠?
모든 일정을 완벽하게 가이드 해주신 우철희 베컴 가이드 님, 현지가이드 렉스님께 큰 감사를 드립니다.
  저희 부부는 행운이였습니다.
매번 같이 다니게 될 커플들도 어쩜 그리 좋으신분들만 있는지, 마지막날에는 너무 아쉬워서 번호교환으로 한국에서도 만나기로 했답니다.
또 다른 행운독박! 여행5일 일정 모두 날씨가 건기처럼 너무 좋았습니다.
  예약된리조트가 예약이 풀이 되서 리조트를 변경선택하게 되었는데 카사필라 리조트로 선택했습니다.
스테이션2와 3의 중간에 위치하고 화이트비치와는 도보3분, 디몰과는 조금(도보10분정도) 떨어져있어요 저는 한적한곳을 좋아해서 너무 좋았습니다. 조식을 화이트비치를 보며 먹을수 있고, 수영장도 깨끗하고, 침실,욕실 모두 너무 깨끗하고 직원분들이 친절해서 장점이 많은 리조트 입니다.
  식사가 정말 중요하죠, 모두 행운의 연속이였을까요?
모든 식사(현지식,한식 등등) 맛있고 배부르게 먹어서 따로 사먹지 않아도 충분했습니다. 베컴 가이드 님께서 망고, 산미구엘 틈틈히 챙겨주셔서 정말 감사하고 또 감사했습니다.
  액티비티 그리고 마사지
저희는 스킨스쿠버, 호핑투어는 미리 선결재를 하고 간터라, 저렴하게 예약을 할수 있었습니다. 현지가서 따로 결재할경우 할인금액이 아니니 참고 하셔야합니다.
버그카+푸카비치를 추가로 선택하고 라바스톤마사지를 2번 추가했습니다.
액티비티도 정말 만족스러웠고!
저희 부부는 라바스톤마사지를 받고는 4일 내내 받을껄 하며 후회했답니다. 정말 스톤 마사지 받은 사람만이 알수 있는 몸 컨디션, 정말 날아다닐꺼같습니다. 스톤 마사지 받고 푹 자고서 다음날 어떤 액티비티를 하던 컨디션이 최상이니 뭘 해도 재미있었습니다. 
  선물도 중요하죠?
회사 동료들 선물로는 버짓마켓을 털었어요 ㅎㅎ 썬크림,라면누들컵과 스폰지크런치 10개씩샀어요 가벼운 가격이니 캐리어에 공간이 있다면 많이 사도 굿굿
양가부모님 선물로는 깔리보공항 쇼핑센터에서 한국에서도 몸에 좋기로 소문난 노니파우더와 액스트라 버진 코코넛오일 그리고 바나나칩 골드몽을 쏙쏙 샀습니다.
  베컴 가이드가 보라카이에 관한 모든것에 대한 주의할점, 좋은점 등등 설명을 너무 잘해주셔서 믿고 즐길수 있었습니다.
  좋은 여행상품 노랑풍선에도 감사를 드리고 싶습니다.
다음여행에도 노랑풍선 이용할 계획이며 어떤 여행이든 노랑풍선 추천 드립니다.
."
보라카이 별같은 김세윤 가이드님덕에 재밌게 놀다 왔어요~,"지난 3박 5일 보라카이 여행 다녀왔어요~
개인적으로 이번 보라카이 패키지 여행 정말정말 좋았어요! :)
3박 지냈던 카사필라 리조트도 맘에 진짜 들었던게 화이트비치 바로 앞에 위치했구
비치를 보면서 먹었던 조식도 좋았아요. 
선택사항에 있던 호핑투어랑 페러세일링 진짜 정말 짱짱짱 재밌었어요!!!! :0
짧은 기간 여행이라 패키리를 선택했구 비행기에서 내릴때까지 나름 걱정을 많이 했어요.
사실 패키지라는게 가이드가 주가 되는게 아닌가 싶거든요.
근데 다행히 정말 친절하시고 좋은 가이드님과 한팀이 되었더라구요~
옵션들도 한국에서 알아보고 갈때 잘 몰랐는데 친절하게 하나하나 다 알려주시구요
추천해주신것들도 다 너무 재밌고 좋았다는 ㅋㅋㅋㅋ
아 그리고 투어할때 해주신 설명들이 머릿속에 쏙쏙들어오는데
아직도 기억에 남아욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ.... 가이드님은 아시겠지만 ㅋㅋ
진짜 가이드님과 팀분들 덕분에 잊지못할 추억 만들었는데 ㅋㅋㅋ
다시 돌아가고 싶어요~~~ 정말 다시다시다시 가서 더 재밌게 놀고싶네요~~~
다음에 또 보라카이를 가게 되면 스타 가이드님과 같이 했으면 좋겠네요~!
ㅋㅋㅋ정말 너무 미안하고 진짜 고마웠어요~~ 힘내세요 스타가이드님
( 이 후기는 스타 김세윤 가이드님이 꼭 보게 해주셨으면 좋겠어요~:) )"
보라카이 처음이다 싶으면 필독 담백 심플 후기,"안녕하세요 보라카이 보라카이... 담백 심플하게 말씀 드릴께요. 여행 가실 분은 필독!
  1. No 아스팔트
  메인도로에 아스팔트가 없고 차선도 별로 없어요. 자동차도 별로 없고 주로 오토바이에 운송수단을 매달아서 달려요. 느낌 오시죠?
그래서 매연을 엄청 들이마십니다. 이 부분 말씀 드리는 이유는 어느 정도 환경인지 감을 잡으시라는 말씀입니다.
  2. 아쉬운 쇼핑
  D몰이라고 유명하다고 해서 갔는데 짝퉁을 너무 많이 팔더라구요. 아울렛 등을 기대하셨다면 버리십시오. 공항 바로 옆에 노니 비누라든가 잼이라든가 진주라든가 기타 등등 파는데 뭔가 옷을 사고 싶다? 노노! 인천공항 면세점에서 하시기 바랍니다. 참고로 노니비누는 한국 인터넷에서 사는 게 더 싸더라구요.
  3. 음식
  태국과 달리 필리핀은 별로 음식이 발달된 나라가 아닙니다. 그리고 맛있다 싶으면 우리 나라 급으로 물가가 비싸요. 알아보고 가십쇼~
  4. 해양스포츠
  바로 이거 때문에 가는 겁니다. 해양스포츠! 보라카이는 아름다운 해변과 아름다운 바다 속! 그래서 스쿠버다이빙, 보트 타고 페어세일링하고 이런 스포츠를 즐기러 가는 겁니다. 그러니까 노랑풍선여행사 기본 OO십만원 패키지 내면 이제 돈 들 거 별로 없겠지 하면 그야말로 오산! 거기서는 해양스포츠, 마사지 등등을 즐기셔야 되요. 저는 약 20-25만원 썼어요. 그러니까 이 부분 감안하고 가십쇼~"
