title,reviews
필리핀세부,"이사진이 방 내부이며 넓이는 평으로 10평이 넘음직스럽다.



바닥은 대리석으로 시공되었다.



우리집거실이 주방포함해서10평인데 우리집 거실보다는 서너평이 많지않나 생각된다.



침대는 바닥에서 보이는것과같이 많이 높게 설치되어있으며 바닥과 침대사이에는 빈 공간이다.



넓은방에 우리나라 LG전자 X CANVAS벽걸이 TV가 걸려있고 앞에보이는문이 욕실나가는 문이데



욕실로나가면 넓기가 약 8평정도된다.



욕실나가는 문 사이로 욕조가 조금보인다.



다음 사진이 욕실 사진인데 욕실 사진에서는 욕조가 보이지않기때문에 부연 설명을 하였다.



이사진은 욕실인데 욕조가 있는 쪽에서 사진을 찍었기때문에 욕조가 보이지않는다



중앙에 거울 오른쪽에 옷장 오른쪽앞이 변기가 있는곳이다.



욕실 천정은 투명한 아크릴로 되어있어 하늘을 볼수있게 만들어 놓았다.



사진으로 보기에도 바닥과 침대 사이가 높아보인다.



리조트의 방은 한棟에 보이는것과같이 방이 두개로 되어있다.



방 앞에 물동이의 물을 퍼서 발에묻은 모래를 닦아내고 방에들어 간다.



리조트 물동이의 물을퍼서 발을 닦고 방에 들어간다.



위 사진에서 볼수 있으나 자세히 볼수 있도록 주ㅡ밍 촬영 하였다.



리조트 레스토랑 뷔페식으로 식사를한다.



뷔페식으로 식사를한다.



레스토랑 뷔페식 저녁식사



리조트 방앞에 물동이 반대편에 탁자 하나 의자 둘 두사람이 다정하게 앉아



차를 마실수 있게 되어있다."
필리핀세부,"마라바고불루워터 리조트는 2층도있지만 거의가 단층으로 사진과같이



두개의 객실로 지어져있다.



특히 지붕에는 갈대로역은 영 으로 지붕을 만들어서 우리나라의 초가 지붕을



연상케 한다.



사진앞에 물동이는 비치와 수영장을 맨발로 다니면서 방에 들어갈때



발에묻은 모래를 물동이의물을퍼서 발을 닦고 방으로 들어가도록



항상 물동이에 물이 가득하다.



전날 물동이를 올렸는데 방과 같이볼수있게 다시 올립니다."
필리핀세부,"마리바고불루워터 리조트 방앞에 물동이에 물이 가득 차 있다.



비치나 수영장에서 수영을하고 발에 묻은 모래를씻어내기위하여



방에 들어갈때 돌 위에 올라서서 물 동이의 물을퍼서 발을닦고들어간다."
필리핀세부,호핑투어를 마치고 해상레스토랑에서 점심식사를 한다
mat가이드와함께한 세부여행,"（여행후기 여기다 쓰는거 맞는지..）



처음 친구랑 해외여행 가는거라 기대반 걱정반으로 떠난 여행..

처음에 같은 상품 다녀온 회사 사람들이 별로라고 해서

더더욱 걱정 하며 떠났는데!!



정말 아닙니다.

사람마다 생각과 보는 시점이 달라서 그런것 뿐.

세부라고 하면 좋아보이고 필리핀이라고 하면 좀 안좋아보이고,, 그런이미지가 있어서 그렇지..



정말 바다가 너무 아름다워요~~

일단 세부라는 곳은 해양스포츠 하기 딱이에요

제가 평소에 물에 뜨지도 못합니다.. 맥주병도 아니에요 벽돌수준

근데 세부에서 스쿠버다이빙과 호핑투어라고해서 바다에서 스노쿨링 하며 수영한 후

이젠 수영장에서도 곧 잘 놀게 됐어요~ （원래 물에대한 공포증이 심해서..）



함께 이동했던 여행 오신 분들도 너무 친절하시고

김구라 + 박진영 닮으신 우리들의 MAT 가이드님도

이동하는 내내 심심하지 않게 해주시고 ~~~~~~~~~~~짱이었어요.



내년에 친구랑 다시 필리핀 가기로 했어요 그래서 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

그때도 MAT가이드님이 가이드 해줬으면 좋겠다고 여행사에 말도 해보려구요~



아무튼 4박 5일동안 정말 즐겁고 좋은 하루였습니다~~~~~~~~~~~~~~~~~

세부짱!!!!"
필리핀세부,호핑투어를 하는동안 배 （방카）들이 일열로 정박해있다.
필리핀세부,"호핑투어를 하는 장소로 출항하고있다.



호핑투어나가는 배의 선장과 도우미 꼬마들."
필리핀세부,"마리바고불루워터 리조트 비치



마리바고불루워터 리조트 수영장



왼쪽에 보이는곳이 레스토랑."
세부여행,"여름 휴가 계획을 한달 전부터 4명이 떠나기로 했는데

공항에 한명이 늦는바람에 둘만 출발을 한 여행이였어요.

공항에서 챙겨주시는 박실장은 전화를 받지도 않으시고..

늦는 친구가 있으니 어떻게 조치를 취할껀지 알려주시던지..

전화를 받으시던 하시던 해주셨어야 하는거 아닌지..

여행사 쪽에는 말하고 싶지 않구여..



여행가서 같이 지낸 언니들과 아론덕분에 맘 상한것도 잊고

즐겁게 지낸것같아요... 같이 걱정해주시고 신경써주셔서

너무 감사드립니다..아론^^수고했어요.."
하늘이 너무나 아름다웠던 세부 그리고 멋진 가이드언니..,"쉼이 필요해서 갔던 세부..

하늘과 구름 그리고 바다..

너무나 아름다운 풍경에 반했고

때 마쳐 나오는 식사에

자유로운 시간 쉼이 필요했던 저에게

너무나 만족스런 여행이였구요

또하나는

너무 친절하고 재미있었던 가이드 언니..（보라언니）

어쩜 세부를 다시 찾는다면 멋지고 아름다웠던 풍경도

하나의 이유가 된다면 되겠지만

정말 다시 한번 함께 여행하고 싶은 언니였답니다.^^"
필리핀세부,호핑 투어 나가는 （방카）배들이 정박해있다
추억이 될 세부 여행~,"7/3 ~ 7/6 동안 3박 4일 다녀온 세부 여행~

좋은 추억이 되었습니다~~~＊

퍼시픽세부리조트 에서 같은 팀이 된 누님들과도 환상의 궁합이 아니었나 싶고요. ㅎ

호핑투어를 비롯해, 만족하고 갑니다~

가이드였던 아론~ 정말 수고 많았고,, 덕분에 추억 잘 만들고 갑니다~~^^ㅋㅋ"
필리핀세부,"비치와 건너편 섬 레스토랑풍경



관광객들이 한가로이 수영을 즐기고있다."
필리핀세부,"마리바고불루워터 리조트 비치의 풍경



마리바고불루워터 리조트 한낮의 풍경"
필리핀세부,"리조트 중앙에 수영장이 있어서 어느방에서나 수영장을 이용하기 편리하다



좌측에 레스토랑 건물이 보인다."
필리핀세부,한 관광객이 비치의자에않자 오수를 즐기고있다.
세부4박5일여행기,"지난주 21~25일에 다녀온 여행후기입니다.

저와 제친구, 친구동생 이렇게 여자3이서만 떠난 여행이었어요.

6월말이니까 성수기는 아니어서 저렴한 가격에 다녀왔는데

이번 여행에서 잘한점은 호텔을 아구스에서 마이크로텔로 업그레이드 것과

가이드분（Rinda언니）을 잘 만나 더 즐겁게 여행하고 왔습니다.

사실 떠나기 일주일 전에 호텔 사전조사하는데 갈등을 많이 했거든요.



어째뜬, 저희는 21일 밤 비행기로 출발해서

22일날 새벽 두시 쫌 넘은시간에 호텔에 도착해서 체크인을 하고..

이날은 씻고 다음날을 위해 바로 잤어요....

사실 첫날엔 좀 잠을 설쳤어요..ㅋ촌x병인가..ㅋㅋㅋ



자고 일어난 이튿날에는 날씨가 너무 좋았어요~

필리핀은 우리나라의 자외선지수가 3배나 높다고 하더라구요.

그래서 그런지 너무 강열해서 눈도 제대로 못 뜰 지경이었어요ㅋㅋ

호텔객실로 가이드언니가 전화를 걸더군요.

점심때쯤되서 호텔로비에서 만나 앞으로 일정을 짜고 점심을 같이 하자구요..

우린 일어나 조식뒤에 준비하고 로비로 나갔어요.



해양스포츠와 마사지..여러가지 투어가 종류와 가격대별로 앞뒤면에 이미지가 있는

책받침을 보여주시더라구요. 선택관광이죠.

사실 우린 정말 말그대로 ′휴양′을 즐기러온거라서 activity한 거는 별 관심이 없었거든요.

더군다나 친구는 스포츠자체를 싫어해서..ㅋㅋ

가이드언니가 우리 마음을 읽었는지 부담갖지말고 그냥 하고싶은거만 해도 된다고...

그러시면서 어메이징투어는 재밌다고 추천해주시더군요.

하지만 결국 pass!~

솔직히 어메이징투어,나이트투어,카레사투어,보홀투어,해양스포츠.......전부

생각보다 비싸기도하더라구요.

근데 마사지는 좀 솔깃했어요. 가격을 떠나서 셋다 워낙 미용에 관심있는 여자이기때문에...ㅋㅋ

결국 기본 패키지 발마사지에 업그레이드해서 전신마사지로 바꿨어요ㅋ

암튼 이건 호핑투어가 끝난뒤에 하기로하고....

（친구랑 친구동생은 저랑 다른 마사지여서 저는 가이드언니랑 둘이 다른곳에가서 받았는데

제가 가이드언니분 꼬셔서 결국 2인1실에 둘이 황제마사지 같이 받았다는......ㅋㅋㅋ）



식사를 하러 나갔죠..

한 우리나라부부커플과 쪼인해서 데려간곳은 한인삼겹살집?

한국사람이 운영한다 그랬던가? 암튼 한국의 와인삼겹살 녹차삼겹살처럼

숙성해서 만든 삽겹살집이었는데....맛은 그럭저럭?ㅋ

아, 여기에 같이 조인해서 온 부부와 밥먹으면서 이것저것 이야기하고 좋았어요.

신혼부부는 아니었고 결혼 후 여행차오신분들이셨어요.

역시 타국에서 자국사람만나면 그렇게 반갑다더니.....ㅋ

그냥 반가워서가 아니라 맘에 너무 좋으신 분들이었어요. 두분다 인상도 너무 좋으시고...

그 분들 보면서 나도 나중에 결혼해서 저렇게 살아야지...했는데ㅋㅋ

암튼 그렇게 점심먹고 호텔로 돌아와 우린 호텔안 수영장에서

열심히 수영을 했죠. 마이크로텔은 정말 여자친구들끼리 오기에 너무 좋은 것 같아요ㅋ

물론 가족, 연인도 괜찮겠지만..（가족은 플랜테이션베이가 좋을 듯..）

까다롭고 깔끔한거 좋아하는 여자들에겐 인기만점일 것 같아요.

생긴지 얼마안되서인지 일단 객실안도 깨끗하고.........호텔어디에서 보아도 씨뷰도 이쁘고.....

게다가 우리가 좋아했던 수영장.....ㅋㅋㅋ

수영장에서 하루종일 수영만해도 질리지 않을 것 같다고 생각했어요ㅋ

한가지 정말 안조은점은 식사가 엉망이라는 거에요.

가리는 음식없이 다 잘먹는 저 이지만 상쾌하게 조식먹으러 나와서

음식 기대했다가는 큰 낭패봅니다..ㅋㅋㅋ이땐 컵라면을 두개만 싸간게

어찌나 후회되던지.......ㅋㅋ아무튼 역한 소세지 냄새와 힘아리 없는 밥풀,매일 나오던

동그란빵은 이곳 사람들이 즐겨먹는다고 하더라구요ㅋ

다른 사람들은 잘만 먹던데 저희만 이상한건지는 잘 모르겠어요ㅋㅋ

아무튼 그렇게 하루가 가고 가이드언니분과 아까 그 커플분 쪼인해서 저녁식사하러간 곳은

민속공연도 하는 레드코코 레스토랑이라고하던데.......

사실 레스토랑은 아니었고...천막 몇개 쳐놓고 가운데무대에서 공연 관람하는 수준이었어요..

아무튼 여기서 나온 음식은 바베큐（닭똥집훈제,양념된 돼지고기?）,치킨,...맥주ㅋㅋ산미구엘!

이 역시 바베큐라해서 음식 너무 기대했나봅니다..ㅋㅋ

밥먹으면서 본 필리핀 전통춤 너무 재밌었어요ㅋㅋㅋㅋ그중한분이 어찌나 동작이 격하던지..ㅋ

아 그리고 다수의 한국관광객을 위한 팬서비스로 원걸,소시의 춤도 함께 추더라구요ㅋㅋㅋ

그렇게 공연을 보는 중에 비가 왔어요. 그 곳 기후는 늘 더운 데다가 가끔 소나기가 내렸다 금방 그치곤한다고 했어요, 잠깐 그치고 말겠지 했는데 왠걸,

다음날 까지 비는 계속 오더군요...

비때문에 일정에 약간의 착오는 생겼지만

뭐 불만없었어요. 비오는데도 우리는 수영장도 이용하고

나와서 약간의 쇼핑도하고....나름 재밌게 보냈으니까요..



그렇게 24일이 왔고 아침에 눈을 떠보니 기분좋게 날씨도 풀렸더라구요.

가이드언니가 아침에 전화해서

″날씨좋아졌으니 우리 호핑투어 갈 수있어요!″~ 하시더라구요~

그렇게해서 힐튼호텔앞에 선창작에 모여 여러팀들과 쪼인해서

핀리핀전통배인 방카를 타고 호핑투어를 나갔어요.

바다안의 아름답고 이쁜 산호초를 그대로 볼 수있는 스노쿨링도 하고

배위에서 줄낚시도 하고....（배위에서 하늘 바다를 배경으로 사진찍으니 너무 잘나오더라구요^^히히）

그리고 씨푸드와 열대과일도 먹었어요.

그간 음식이 입에 너무 맞지않아서 기대를 좀 저버렸지만

이날 제일 맛있게 많이 먹었답니다.

먹는 내내 린다언니가 계속 우리셋에게

필요한 것 없느냐며, 뭐 더 갖다주느냐며, 불편한건 없느냐며...

너무 잘 챙겨주셨죵..꼭 우리 셋이 자유여행 와서 우리한테 따로 가이드붙은 것 처럼..^ㅡ^

날이가고 시간이 갈 수록 가이드언니와 친해지고 정이 생겨서

이것저것 다 이야기하고 챙겨주시고........암튼 너무 고마웠어요.

헤어질땐 너무 아쉬워 울뻔했다는......ㅋㅋㅋ



마지막날엔 마젤란 십자가의 육각정,성어거스틴교회와 기념비,등을 보는 것으로

시내관광을 마치고 토산품도 사고 선물도 사고....^^

해서 마지막날 일정을 마쳤어요.



지금 또 생각을 더듬어보니 정말 좋은 추억이된 여행이었고

또 가고싶은 맘이 굴뚝같네요.

여행에서 가장 중요한 것이 사람같이 교류인데...첫째로 가이드분을 너무 잘만나

더욱 알차고 즐거운 여행이된 것 같아요..

다음에,,,샹그릴라나 플랜테이션베이로 또 올까 생각중입니다..

노랑풍선덕분에 필리핀에 좋은 기억하나 생겼네요~^ㅡ^

감사해용"
필리핀세부,마리바고리조트 비치앞에 호핑투어 나갈 배들이 아침일찍손님 맞을 준비를 하고있다.
필리핀세부,보이는 반찬에 되지 삼겹살이 푸잠하게 나온 점심식사 반찬이다.
필리핀세부,"마리바고불루워터 리조트 비치에 무슨 행사가 있다나? 텐트를치고 행사 준비에



한참 이다."
필리핀세부,"마리바고불루워터 리조트 수영장 옆에 열대지방에서 서식하는 나무가



캄보디아씨엠림 앙코르왓 사원의 8백년 된 나무보다 훨씬 오래 자란듯 십다.



아마도 천년은 되지 않았을까?"
세부,"아직도 잊혀지지가 않네요.

세부는 정말,

아름다움 그 자체입니다."
필리핀세부,"해양 스포츠 장비들을 대여해 주는곳. 아침풍경.



건너편 조그마한 섬 레스토랑은 마리바고불루워터 리조트의 섬 이래요."
필리핀세부,마리바고불루워터 리조트비치에서 해양 스포츠 기구들을 대여하고 있다.
필리핀세부,"아침 일찍 마리바고불루워터 리조트의 딸린 건너편 조그마한 섬에 조각배를타고 비치 건너편



레스토랑에 하루 영업할 물건들을 직원들이 분주히 나르고 있다."
